default,student,balance,income,prob,row
No,No,715.3929217729667,49473.37637558552,8.858529197374029e-4,2464
No,Yes,2026.8636312639408,20469.92948708852,0.5309787669870334,2465
No,Yes,1187.3588911904721,24267.39647989307,0.0069062927730803875,2466
No,No,785.7906701164645,42887.592724908696,0.0014136591041099154,2467
No,No,845.9203697520031,42799.439526428556,0.002032185216496615,2468
No,Yes,1032.6708146106616,13901.118966776568,0.0029161891812067506,2469
No,No,861.2727391673019,38111.032867933194,0.002298140881271805,2470
No,No,1601.8779497620553,27885.163550552534,0.17712207613411782,2471
No,No,955.9270220709489,10836.723517075865,0.004849236817296808,2472
No,Yes,877.879803531887,18217.613651198917,0.0011157495921034633,2473
No,No,1043.758264495739,31523.686895325285,0.007183150050914042,2474
No,Yes,1080.0715265151991,11239.531162971482,0.003946149795799514,2475
No,No,589.2178953778528,47722.17011433864,4.185436991242385e-4,2476
No,Yes,769.5312436545565,23048.540611557397,5.624353172664898e-4,2477
No,No,951.0475318968239,33326.58719765522,0.004069250332722242,2478
No,No,1189.158933643616,36223.87056423122,0.016597775361162075,2479
No,No,1709.3442853832614,35290.52311073562,0.28180082247434246,2480
No,Yes,1402.5539263349556,16607.564254743094,0.026099349583512416,2481
No,No,250.8795835440086,51662.22782238091,5.293463882653954e-5,2482
No,No,681.4176227029938,26426.229205610238,8.386814066620153e-4,2483
No,No,1333.2486592966566,39196.66300623396,0.03800331959059958,2484
No,No,858.7611253906302,29150.344013412796,0.002399556102653644,2485
No,Yes,992.7762448535943,14204.672146536777,0.002288969639588617,2486
No,No,265.3022838742622,32276.46293736108,6.553292317669985e-5,2487
No,No,754.4775776361067,31592.19989277859,0.001259843551852949,2488
No,Yes,584.0812285950117,24440.020350386036,1.8201804675126463e-4,2489
No,No,1175.23337747506,47684.46112580421,0.014195071579170267,2490
No,No,1388.664149130951,31021.5500811071,0.055018404146693685,2491
No,No,410.0992650135199,37328.45502024374,1.5195524150142325e-4,2492
No,No,59.13249863881083,34162.23525608315,1.8648190275616872e-5,2493
No,Yes,1939.7123604589801,13836.986066001757,0.41126126123173035,2494
No,No,886.149057557468,24466.125385544186,0.0029172627325331378,2495
No,No,770.9994018671457,40990.62149802829,0.00130914101344775,2496
No,Yes,306.41092706328425,13594.188233110412,3.65553675387062e-5,2497
No,No,1022.1016376558862,37095.2159409159,0.006084669709675309,2498
No,No,847.9840352928718,24950.53392434017,0.002311067654340015,2499
No,No,1596.2278075223412,42993.576526292316,0.1586081191986983,2500
No,Yes,1635.2229419407838,8531.038085429022,0.10319614844585542,2501
No,No,0,45217.85065695695,1.2142234373799046e-5,2502
No,No,1306.7969160246198,48799.511906918124,0.03066022005005707,2503
No,No,932.9523691242326,35858.18915076584,0.0035901545513425076,2504
No,Yes,1052.875141709124,13486.146940163602,0.003302108796348123,2505
No,Yes,1304.6343462826524,13496.879871494122,0.01491729958307239,2506
No,Yes,2052.1334632791977,13130.653603687053,0.5804173257284108,2507
No,No,1216.7256158745438,52377.848900025536,0.017624091764229247,2508
No,No,526.4708649971687,44241.565615351035,2.931940312882431e-4,2509
No,No,153.44793613491765,36813.198705743365,3.2387822318924265e-5,2510
No,No,905.641505720143,47271.34912169113,0.00282823839338347,2511
No,No,1068.8739570938408,41690.04867078054,0.007817773987103087,2512
No,No,0,30049.100261794498,1.3404992321403392e-5,2513
No,Yes,992.4400190122436,14207.268343466387,0.002284300579397367,2514
No,No,964.6025631130057,36676.57165242753,0.00431968420250707,2515
No,No,493.63542642897175,43524.24977808045,2.4161674062075087e-4,2516
No,No,835.6564355114001,44234.17038604375,0.0018925685477686753,2517
No,No,480.093086854764,57068.1304585653,2.0383307628738738e-4,2518
No,No,637.6018700286508,52347.76202347254,5.437865660984205e-4,2519
No,Yes,2134.015626797425,17897.646612874803,0.6873325777975521,2520
No,No,1475.2072293507458,42243.177484701635,0.08361060054600243,2521
No,No,887.343288415293,55751.72089974233,0.002397232441525395,2522
No,No,1376.3099112446403,43234.13992467665,0.04752846424950633,2523
No,No,1304.7008790996517,45162.65104344161,0.03099089951650713,2524
No,No,225.50610401946392,54534.70971972062,4.45745299856284e-5,2525
No,No,1261.268218567462,39984.529589422586,0.024819605732992647,2526
No,Yes,30.58367171545433,16246.573054336506,6.797246274174875e-6,2527
No,Yes,437.0352357557788,16261.207573081765,7.903632874619997e-5,2528
No,No,922.6374027078391,52205.50687408317,0.003033936082214274,2529
No,No,412.7468149042539,44650.078428727145,1.4720368943873719e-4,2530
No,No,693.1013449420797,54492.747958007065,7.494837212110104e-4,2531
No,Yes,915.4626481639001,27283.31982937632,0.0013192473650332482,2532
No,Yes,1322.4928118506882,22930.445000146523,0.015612749064435646,2533
No,No,1610.086987666618,40498.99810748186,0.17240341164089906,2534
No,No,1113.134256781096,27110.60300867408,0.011192748086806188,2535
No,No,0,47803.258370641925,1.1939194229605734e-5,2536
No,No,1163.1463852209113,44424.825963554256,0.01348945026287419,2537
No,No,924.2953475316131,26397.597291487557,0.0036241137922917743,2538
Yes,Yes,1983.2344746181238,25687.929747438284,0.4567758215896356,2539
No,No,725.7005868012801,49337.40234624931,9.435059463027386e-4,2540
No,Yes,1030.4961553029057,16662.731567003237,0.0028270308773477035,2541
No,Yes,1038.9770199785996,13739.719282871258,0.003032179583148896,2542
No,Yes,292.8574108093801,15220.935872348113,3.3328221010586964e-5,2543
No,Yes,495.1139112915017,14881.840617552027,1.1323486680719025e-4,2544
No,No,659.0404107816896,47942.249821944904,6.369003318232439e-4,2545
No,No,291.9681396892169,48511.603079350374,6.924313662017724e-5,2546
No,No,471.35651744727403,45573.3081141684,2.084154779809033e-4,2547
No,No,855.8223810053129,56219.80883662982,0.0019766556441390792,2548
No,No,918.6817794255973,48160.52428716472,0.00304152331919224,2549
No,No,1251.3225501333723,37881.820957953976,0.023722777119489554,2550
Yes,No,1066.8840841232459,44918.41231681816,0.00756539950659025,2551
No,Yes,1427.1240369434745,12553.88673131003,0.030929096198149614,2552
No,Yes,1263.880058490021,12418.80764743752,0.01178367181266025,2553
No,Yes,1128.1414929101998,10159.241880993952,0.0053047231032273415,2554
No,No,694.398583061349,36570.425441015235,8.489622829895586e-4,2555
No,Yes,805.398004854441,17902.57919336648,7.221203967260297e-4,2556
No,No,519.517295548749,39704.69296251217,2.895866817026856e-4,2557
No,Yes,1051.2971607829222,16299.611750327102,0.003211620488174803,2558
No,No,421.8969022149725,37323.75941271674,1.631748344409958e-4,2559
No,Yes,622.4137203146374,13072.027962172946,2.470483771461199e-4,2560
No,Yes,1005.2642482140934,21394.124008565926,0.002354966336615676,2561
No,Yes,537.4925428624792,9421.714857858273,1.515415139240297e-4,2562
No,Yes,189.99871419106228,24716.956129274487,1.68369040184881e-5,2563
No,No,309.862823258618,56100.054413990154,7.341628462014924e-5,2564
No,No,969.4457592172571,33411.8010856992,0.004542552647551289,2565
No,Yes,775.5892326047758,17030.578853564602,6.067115165708467e-4,2566
No,No,1296.4747370346245,48682.37350495296,0.028882957851024668,2567
No,No,1037.155516459079,38490.38488812634,0.006599720441131295,2568
No,No,978.6521802748574,25742.11973055962,0.005045939621702758,2569
No,No,965.0461320813267,47987.31974782972,0.004024423660184309,2570
No,Yes,816.0427981351293,17894.793773405403,7.700475980995619e-4,2571
No,Yes,716.1857508586545,7997.6229436193225,4.4968047143568947e-4,2572
No,No,1130.608881095477,43936.646409487934,0.011145673748364986,2573
No,No,383.70490110482024,41311.243952366785,1.262549708890859e-4,2574
No,No,1008.1545217389549,20326.59218262277,0.006238869206905697,2575
No,No,652.8174542807793,41161.85735422432,6.411536728883825e-4,2576
No,Yes,1232.7947365652817,16279.185401229777,0.009546259461944252,2577
No,No,803.2244010439354,52869.80780804779,0.0014714576863294835,2578
No,Yes,1443.4316955288157,22693.657754651293,0.03191216032413627,2579
No,Yes,1288.4485599570733,21216.962573711226,0.012890829162504199,2580
No,No,0,43193.23214906196,1.2303641734370199e-5,2581
No,Yes,1053.3326406301485,10212.502357968722,0.0033824315891275917,2582
No,Yes,744.7879023838049,22343.09738931478,4.866714486934533e-4,2583
No,No,412.68761316904914,33923.458043493716,1.5781350659681032e-4,2584
No,No,943.4020371240156,35281.72848695701,0.0038373685208740196,2585
No,No,1192.9740283356657,39504.476023621966,0.01662443582668117,2586
No,Yes,1071.5115826473673,11082.062899151722,0.003752003576008076,2587
No,No,1493.2704665861888,41005.217476355276,0.09303254962346882,2588
No,Yes,1132.8377206698644,15703.025200747445,0.005263668817461226,2589
No,Yes,597.4840406336865,14796.749670208927,2.1016285272765795e-4,2590
No,Yes,792.9754860573239,17346.170924464164,6.724191475837945e-4,2591
No,No,1376.0754007189864,22317.565592081326,0.05402761498845732,2592
No,No,1060.0169211173823,39757.43816623801,0.007507125517266749,2593
No,No,532.3267380595431,30851.27776922746,3.314523540762879e-4,2594
No,No,0,28711.757129847276,1.3522432096945083e-5,2595
No,Yes,894.1258091538531,24670.118895971922,0.001179918158933207,2596
No,No,906.4363881611489,37309.68180736406,0.003032002506475918,2597
No,No,0,28727.12016285752,1.3521077156260659e-5,2598
No,No,506.4259139449975,35333.18222140853,2.753259613929012e-4,2599
No,Yes,943.5017210889365,14123.703565880165,0.0017019435707876264,2600
No,Yes,0,14874.800211483373,5.702169942138595e-6,2601
No,No,442.4895648676924,54996.842750042415,1.6465556011022365e-4,2602
No,Yes,380.9633077081651,20117.83003446028,5.49430278984691e-5,2603
No,No,961.9993530159863,37073.19238117294,0.004241679533711593,2604
Yes,No,1789.0933910998747,48331.12685753934,0.3683745961856966,2605
No,No,76.47608895560268,27283.69174396721,2.165652383513819e-5,2606
No,No,1067.1390256162304,53995.730495026364,0.007144487362831361,2607
No,No,0,39592.4369317594,1.2596025151475137e-5,2608
No,No,253.13198215379583,40973.64654381818,5.753345475023729e-5,2609
No,No,1056.9283475285697,55409.459596840636,0.0066590160488735305,2610
No,No,179.70007051144978,37727.53511613062,3.772357439068703e-5,2611
No,Yes,990.9357626519829,18197.228728977898,0.0022056749394432744,2612
No,No,693.7537182710821,36723.448773145574,8.448237755825057e-4,2613
No,No,965.2768178004712,37705.24322058483,0.0043083469935276284,2614
No,No,300.8762062277721,51423.694642596834,7.169357957342286e-5,2615
No,No,1265.044932066614,47297.722704089945,0.024223960252817214,2616
No,No,558.670513820666,40335.610990647874,3.652614615854716e-4,2617
No,No,1183.9833114404878,53599.745526913335,0.014395676898975307,2618
No,Yes,1165.8402091098703,20495.158600731527,0.0062203724019970225,2619
No,Yes,1542.1912265294363,17265.918614527105,0.058372324937446554,2620
No,Yes,587.7677591471848,22669.424329899422,1.8827472659224817e-4,2621
No,No,0,31005.035758009402,1.332167174249196e-5,2622
No,No,389.97669455325075,27329.979313783246,1.43644164100444e-4,2623
No,No,647.0759009974261,55522.62392515045,5.639799925201378e-4,2624
No,No,70.98316299347175,40012.53291213163,1.9281124955167297e-5,2625
No,Yes,115.54535551068568,12670.027619834604,1.1619849144591232e-5,2626
No,No,90.93344719348147,42451.73557619004,2.1405443498547575e-5,2627
No,No,1230.4242558487063,51716.73990083113,0.01919539526247358,2628
No,No,201.55839942573118,27924.846563072642,4.588617549646408e-5,2629
No,Yes,1562.8461550518093,10353.903910750554,0.06843381927459133,2630
No,Yes,622.8952091463739,11019.87755885391,2.5110517001580005e-4,2631
No,Yes,1142.1269552482158,9184.732761569832,0.005805893699925728,2632
No,Yes,1796.2676398116287,21126.177207055214,0.21887978619515355,2633
No,No,947.4239701241829,38505.78386712037,0.0038498103448387955,2634
No,No,419.440579482408,34332.661313693294,1.6394046176070032e-4,2635
No,No,1660.8277018240242,53754.20072160962,0.20605873794444748,2636
No,No,391.2404617408774,24972.245913615945,1.4698682767165798e-4,2637
No,No,613.4309364704343,34745.00747182633,5.271469651051804e-4,2638
No,Yes,1024.1088069468915,18667.9256525825,0.0026851401206724954,2639
No,Yes,0,25976.065114689583,5.303881173776651e-6,2640
No,No,1252.9583376934456,33876.18903025114,0.024571021337349862,2641
No,No,708.8374817610845,55675.75986357127,8.177786537720404e-4,2642
No,No,266.64708607316754,16515.30842669266,7.321977468363879e-5,2643
No,Yes,1339.363614053903,19496.165215013883,0.017641708314658156,2644
No,No,781.595335858498,49457.10529703423,0.0013206175982599052,2645
No,Yes,1021.3701108660177,19032.509011201895,0.002634973123410013,2646
No,No,948.494278459002,40739.85993057702,0.0038188300483489113,2647
No,Yes,1312.9337796341486,20208.54460864327,0.015010496520182154,2648
No,No,0,50861.78884836415,1.1703377755101937e-5,2649
No,No,0,24566.483365516324,1.3893029626842816e-5,2650
No,No,0,30922.604212662292,1.332883613349704e-5,2651
No,Yes,859.3369636985167,13993.65453717058,0.0010255542673284375,2652
No,No,646.1576679919416,45696.83161198724,5.979641866079793e-4,2653
Yes,Yes,1707.91463425405,10591.71741942946,0.14971465907775164,2654
No,No,133.6734549622563,28492.400303822407,3.034670429919987e-5,2655
No,Yes,80.59567581702686,16145.637695106463,9.198795655709994e-6,2656
No,Yes,631.6008477131547,17845.074154979146,2.531302395812288e-4,2657
No,No,1236.617914060096,40668.725396317124,0.021368158753041298,2658
No,No,742.5833733376979,40085.43994992868,0.0011095348507009029,2659
No,Yes,97.03146277555072,12731.757553272146,1.0386985902156692e-5,2660
No,No,1054.2221103623895,50900.24255660651,0.006746064637525867,2661
No,No,959.6002870135411,29850.212069957593,0.004381752252399269,2662
No,No,1258.8522773849054,33683.181733179896,0.02546955981876568,2663
No,No,443.2464668123846,36547.16104114522,1.8655788233795564e-4,2664
No,No,1605.102415277463,26126.329438276673,0.18167621330713674,2665
No,No,0,25964.844339755113,1.3766891215427769e-5,2666
No,No,832.6459751189822,25106.374781993123,0.002104990547125374,2667
No,Yes,443.53702883500637,19632.175421715066,8.041230937429971e-5,2668
No,No,817.431769304621,40088.05051494097,0.0017421414028818201,2669
No,No,881.6637997410162,43725.9975260941,0.00250517965040098,2670
No,No,1154.094273802245,48400.241152690665,0.012458206858842072,2671
No,Yes,961.5755637264958,9681.493892600762,0.0019534492993688395,2672
No,Yes,516.1219595382465,17538.46161810023,0.00012633522409790111,2673
No,Yes,1357.4118680546935,22572.79012563354,0.019249958240912506,2674
No,No,1036.0305944707266,35261.35578006622,0.006693944095901646,2675
No,Yes,900.6093416679449,17802.927260315388,0.0012830900864008064,2676
No,No,1516.3260249686655,46393.264538099065,0.10218994579679289,2677
No,Yes,1015.2045349383895,22208.328918899675,0.002487027519309849,2678
No,No,232.10574396161326,40368.95685367827,5.087602612003731e-5,2679
No,Yes,1082.2841329793903,19451.816282109463,0.003791218559869832,2680
No,No,682.4396607805833,17992.971178187505,8.915430699517867e-4,2681
No,Yes,1218.1388796677973,18144.984832695856,0.008640180842983021,2682
No,No,802.4131421852466,47444.49280198331,0.0015169436795370505,2683
No,No,143.85489826396383,38014.87348862504,3.032698533068844e-5,2684
No,No,1087.465793792151,32908.52712283661,0.009248531129953797,2685
No,Yes,895.753955582569,14753.29733354288,0.0012710774671119986,2686
No,No,660.285496472662,58956.51317520642,5.972453404685257e-4,2687
No,Yes,630.9734892250165,19087.17478009507,2.501394143405221e-4,2688
No,Yes,1648.9660292908184,15402.48208105859,0.10677981009461537,2689
No,Yes,975.9555973584298,18246.8157222368,0.0020147059521041554,2690
No,No,297.005378251911,22955.08212295302,8.432763179979393e-5,2691
No,No,0,47328.2329138298,1.197624317226132e-5,2692
No,No,0,32629.94484999076,1.3181229159810193e-5,2693
No,Yes,789.2148948546693,18231.83025507124,6.535526451021327e-4,2694
Yes,No,1804.0364747998342,31318.296026153395,0.4162892965130463,2695
No,No,1266.1138671515791,29698.51627135783,0.027261314647607497,2696
No,Yes,135.18764344195142,20414.412173374207,1.2438198431289487e-5,2697
No,No,28.813743458315457,36941.06340150264,1.5250425213805894e-5,2698
No,Yes,0,15347.914287900343,5.6846008315483724e-06,2699
No,No,750.6989964494317,49150.345852771585,0.0010983577952118904,2700
No,No,805.3051168798639,57386.12879721746,0.0014468382411033617,2701
No,No,1093.8030048391647,29573.23822958883,0.009814905669877179,2702
No,No,483.9652713034086,44335.95811214483,2.2671621205508564e-4,2703
No,Yes,1534.394883638399,19592.109386660486,0.055044099913824834,2704
No,No,1349.18729128375,48013.69020066392,0.0394439082040414,2705
No,No,158.5704427484809,20575.465011413362,3.713689837713709e-5,2706
No,Yes,172.46201986318363,25850.383125550044,1.5034105572487628e-5,2707
No,No,1280.7628609207418,53675.56754724807,0.025515841432553636,2708
No,Yes,213.1732752020515,22811.45697808215,1.9607125042367042e-5,2709
No,No,0,32248.53656823365,1.3214061115410498e-5,2710
No,Yes,704.0136485692979,13903.455730964222,4.0205409992359283e-4,2711
No,No,708.8139761626338,38295.23380644773,9.157256386707369e-4,2712
No,No,257.3963831302847,49477.785641704395,5.584846089453266e-5,2713
No,Yes,1188.7442962228993,22867.070585651214,0.007027336859614356,2714
No,No,0,62886.70922809096,1.0820532275533662e-5,2715
No,No,1321.7038908426516,45581.79478093356,0.034135849197314286,2716
No,Yes,882.5819675137541,17749.972052496178,0.0011513392124370574,2717
No,Yes,1418.1341482841303,11964.425085638395,0.029453019323588053,2718
No,No,1245.4222053272506,36897.780109124855,0.023055846204815423,2719
No,No,339.5292685291107,58747.38773479409,8.631021868080009e-5,2720
No,Yes,824.5478304152451,29088.111347807906,7.535542192089691e-4,2721
No,No,241.44269031785637,30171.62449313704,5.752734203299024e-5,2722
No,No,1510.793250329284,47684.23945722243,0.09841647924507028,2723
No,No,396.64124997124674,52174.954273265495,1.2717121371907177e-4,2724
No,Yes,1633.69780348788,15786.31731909847,0.0980806535072409,2725
No,No,650.4183410677268,47122.07247073261,6.078599270189871e-4,2726
No,Yes,1382.4382305901916,15680.610493005852,0.023321499885210855,2727
No,No,613.4802945348449,24367.86142119897,5.642094257861423e-4,2728
No,No,1424.351218414285,37845.99924770281,0.06461061028787232,2729
No,Yes,914.1081755643887,19053.005890690354,0.001380583363358713,2730
No,Yes,802.0089304092475,15469.65262469976,7.188162555013776e-4,2731
No,Yes,539.6749029803343,18852.27384791076,1.4439166910324152e-4,2732
No,No,337.57599988682637,52192.27471781803,8.902437818269826e-5,2733
No,Yes,813.4948375924953,16681.350296621942,7.643241158287843e-4,2734
No,No,477.88212195129194,39834.03080745958,2.2505471855498467e-4,2735
No,No,342.1916020863323,32154.75355172132,1.0431889722965862e-4,2736
No,No,840.3657810197413,45316.83540753883,0.00193336199156731,2737
No,Yes,865.5655921602381,16643.240961988395,0.0010465818462051869,2738
No,No,645.5916365517865,44402.106231271915,6.009765220317216e-4,2739
No,No,1755.3889102320102,35031.53200150504,0.3416595768753457,2740
No,No,498.7494508286357,51690.06346717932,2.36268129640375e-4,2741
No,No,587.7810816802086,30859.636337697346,4.631494105206448e-4,2742
No,Yes,824.616593532163,10062.575932603282,8.533849995286549e-4,2743
No,No,0,32660.72526498115,1.3178583114939413e-5,2744
No,Yes,880.8036360092518,20436.439029474095,0.0011192964948846993,2745
No,No,917.1221347444385,48227.81936836662,0.003011789820510832,2746
No,Yes,789.7175406319283,19280.54426092644,6.510715466857022e-4,2747
No,No,763.8556246568731,52938.035470123854,0.001160057371079143,2748
No,Yes,1062.1665095424498,17383.25854547092,0.003404598657896961,2749
No,No,944.332567427518,44444.14917647873,0.0036358543750476535,2750
No,No,877.5014229547178,25587.743927411568,0.0027491638783764777,2751
No,No,1344.1034058686603,41417.34592418382,0.039913953487663814,2752
Yes,Yes,1543.0995817215298,18304.650570465794,0.058301359103552525,2753
No,No,380.31745005709314,38864.58415042086,1.2568942270936524e-4,2754
No,Yes,1176.893302532826,23634.81573125483,0.006512863680973858,2755
No,No,733.1999149224768,34524.91886456226,0.001087181294850732,2756
No,No,348.9970287656267,48942.02578066302,9.742132195305646e-5,2757
No,Yes,1380.0875257448188,19245.832691850188,0.022483659038096026,2758
No,No,943.1657194468643,40369.69803094799,0.003707302162178625,2759
No,No,1248.885849117394,51897.394908378956,0.021385238355374484,2760
No,No,713.2234920122571,51107.86009502323,8.650738918229252e-4,2761
No,No,834.2356081635851,36721.86220648621,0.001970484108014203,2762
No,No,0,26200.038400490834,1.3745788452075077e-5,2763
No,No,1558.8838618393984,37489.72211449302,0.13491884538835947,2764
No,No,1362.1866190624055,37736.749603970195,0.04534153076773886,2765
No,No,1581.5215047733072,45729.8880504535,0.14489142764834193,2766
No,No,324.8549714431522,39752.354191193706,8.941234241419345e-5,2767
No,No,1112.7357400543856,47527.12557578512,0.009787568847666945,2768
No,No,379.5987260508674,32578.43582622511,1.303824777593254e-4,2769
No,No,1549.0981513813986,26239.781867370384,0.13659735779254992,2770
No,No,1489.4159145507942,46732.76780746582,0.08804172536504942,2771
No,No,548.2063638411776,41647.72716452248,3.3998898529293296e-4,2772
No,No,561.9684729735834,37637.00503383391,3.7921732005928376e-4,2773
No,No,595.486701367495,34470.418026973435,4.739030317676063e-4,2774
No,No,267.5139687994931,27364.865475857383,6.857558512524414e-5,2775
No,Yes,1793.3031877157646,21034.879651447965,0.21593645054708696,2776
No,Yes,1773.1535415221151,10177.866736962784,0.2074566674299333,2777
No,No,618.8603726991879,37333.33383387677,5.355870640858178e-4,2778
No,No,205.6438080985181,37766.493691613745,4.410772400159725e-5,2779
No,No,1011.4315428456498,36364.75385195457,0.005734375880456042,2780
No,No,0,38130.64566990943,1.2716695773686078e-5,2781
No,Yes,1154.432105367615,15221.172389883626,0.006010902441975711,2782
No,No,292.5159806951648,43705.37903862633,7.16847040621921e-5,2783
No,Yes,1106.9462772891452,19233.773890149165,0.004403364139756461,2784
Yes,No,1665.954620521546,30070.135263241158,0.23804652440795213,2785
No,Yes,968.6711009579938,22212.74103459337,0.0018790535308707069,2786
No,No,797.2493692912475,39928.58817861158,0.001544224267949911,2787
No,Yes,636.8978227201021,18620.23895161821,2.6003508171511817e-4,2788
No,Yes,1011.3348484161876,14101.29029974064,0.0025613453516720843,2789
No,No,791.0352223044024,47303.67663915299,0.0014176949419547123,2790
No,No,942.474749546844,36965.04557225203,0.0037745186033393903,2791
No,No,706.9742779078633,46165.1545334877,8.603463405687174e-4,2792
No,No,767.4348125044224,55990.87460754111,0.0011620214741623921,2793
No,No,568.8436682596426,37074.54081368996,3.9673277630704296e-4,2794
No,Yes,1271.5629570623564,18999.616806648224,0.01182396709798294,2795
No,No,938.9391417261209,44280.7863513009,0.0035235351917708,2796
No,No,1012.1941988496267,34631.7060500926,0.005825790086554091,2797
No,No,1355.4932305917237,18935.511509808595,0.04903684136126276,2798
No,No,912.048721941633,43486.95708064179,0.0030126805689630804,2799
No,No,289.5988342509382,25724.770636764122,7.919708602879765e-5,2800
Yes,Yes,2035.8615565475984,14435.843194221414,0.5542228671108094,2801
No,Yes,1602.1798858019151,17858.06790773749,0.08147245322785969,2802
No,Yes,0,20067.809763658213,5.512263949502114e-6,2803
No,Yes,1202.3907051780209,14036.620879558033,0.008074624873996891,2804
No,No,554.7076528699494,28164.198552253773,3.860855881519342e-4,2805
No,Yes,229.98872349133842,2541.200814298865,2.4769380108983056e-5,2806
No,No,768.9791480228334,35503.90895883807,0.001340351483740281,2807
No,Yes,1211.040146131458,16898.129467400315,0.00834781068646274,2808
No,No,0,35648.381162674785,1.292426041141349e-5,2809
No,No,0,27537.735352231546,1.362637744852698e-5,2810
No,Yes,859.9366510540918,15966.717126893658,0.0010161219049505234,2811
No,No,0,47556.301251944795,1.1958440976707156e-5,2812
No,Yes,1471.5383906550778,14959.661884953293,0.03945941701780288,2813
No,Yes,582.8738672469576,17730.551102025674,1.8877834022581075e-4,2814
No,Yes,463.1193391988246,25858.281745193133,8.690017477048586e-5,2815
No,No,986.1541302595037,48940.49003005223,0.004540627882863699,2816
No,No,534.7460544976602,29685.129228563754,3.3889392304225623e-4,2817
No,No,1402.6905266897743,39656.63219835975,0.05651098812138021,2818
No,No,967.7480010295396,46278.07452027071,0.004135996136798545,2819
No,No,884.0225177796376,36889.42824563938,0.002656578106757161,2820
No,Yes,455.69993826966686,19080.808986556414,8.684968976010604e-5,2821
No,No,0,66915.57178745483,1.0539892735819651e-5,2822
No,No,1141.238210474795,37917.66453920205,0.012345121841369157,2823
No,No,365.23587982792606,21358.000054814485,1.28632291491321e-4,2824
No,No,38.375924580408764,33579.35622506158,1.6514773912278675e-5,2825
No,Yes,731.9706112702718,13593.14051098795,4.7689622625833605e-4,2826
No,No,1006.7197859805904,47784.31847380004,0.005176415391537293,2827
No,No,1107.8011559100637,34561.94953905611,0.010332973938276762,2828
No,No,777.5308087322162,45673.67390676925,0.001320804761405635,2829
No,No,1501.4260872910488,35398.957117978855,0.10052919023281287,2830
No,Yes,862.060038480201,12085.453081915097,0.0010555768462089318,2831
No,Yes,12.186420297286531,19910.96896717242,5.9391243268631765e-6,2832
No,No,0,30208.046444174575,1.3391102332682546e-5,2833
No,No,1820.3254899790413,31309.99848405947,0.4403746328120078,2834
No,No,576.0689928749356,40179.83005415458,4.0610637188355297e-4,2835
No,No,837.7526212936083,31017.901135794702,0.002088812049873417,2836
No,No,399.79388495453,34875.33232872974,1.4509441828148694e-4,2837
No,Yes,578.7550988961616,20909.835369631324,1.8036487519638688e-4,2838
No,No,1106.540874506717,46565.05995360098,0.009490512767668548,2839
No,No,390.7456113881154,38442.29606349124,1.3422395922197235e-4,2840
No,Yes,274.1946278072014,15421.55165744147,2.9738458372519603e-5,2841
No,No,1476.8776419990372,42271.333408172264,0.08437225930211217,2842
No,No,578.4607423695288,20306.936012481478,4.69004158732577e-4,2843
No,No,1064.1477133063513,28192.12588302836,0.00829316024663109,2844
No,No,1598.303417264654,46404.664694808926,0.1573153438023187,2845
No,No,863.4518295776267,33529.88065380195,0.0023989575395277967,2846
No,No,1157.7598572533116,32574.502898819803,0.014098501277530864,2847
No,Yes,406.3860490743299,24086.952487447335,6.241875399577758e-5,2848
No,No,309.2444876950078,44202.70750471305,7.904429202659747e-5,2849
No,No,943.9512442680142,28353.630014536553,0.004027316186508696,2850
No,No,1206.791937158193,42916.70139475781,0.017654340691856476,2851
No,Yes,1448.0604575363743,21028.2867502157,0.033132987078510125,2852
No,No,1166.5939892930103,26977.62274867217,0.015403235305383475,2853
No,No,800.3086719851696,61281.300810500325,0.001368740922112733,2854
No,No,714.9260000802013,31032.869700075968,9.961528545871085e-4,2855
No,No,471.25508306954833,28417.74199077033,2.3294315224389674e-4,2856
No,No,662.1644450942381,30390.060069912885,7.276828916834265e-4,2857
No,No,770.4319619241542,53398.314727923294,0.0012033654640914192,2858
No,No,597.3268695698735,55496.777112943506,4.178080031117221e-4,2859
No,No,140.85302251925702,48183.276739854075,2.7871251213241227e-5,2860
No,No,1035.5529439982179,29423.232028592305,0.006932076967783475,2861
No,Yes,784.1087811808299,11560.567698561954,6.618937476025747e-4,2862
No,Yes,442.02742502512524,17072.33663882133,8.102441347907002e-5,2863
No,No,888.0814319855581,54072.65701984826,0.0024343633750343848,2864
No,No,704.2029083070446,44775.12200699595,8.537843694327467e-4,2865
No,Yes,1016.4506164284282,15099.530201258842,0.002624367481154369,2866
No,No,1036.460728005988,42914.98167246564,0.006386511648699195,2867
No,Yes,1060.2200341391676,22795.942988319224,0.003248616473922724,2868
No,No,1243.928059898961,38075.43829918158,0.02268265479493276,2869
No,Yes,1291.977345808973,26571.874560248867,0.012718589501422864,2870
No,No,69.25247580533858,20222.866238867602,2.170962196093771e-5,2871
No,No,196.3892855258116,29932.662034711164,4.38978926110693e-5,2872
No,Yes,709.0271028838106,18305.734522333343,4.026774661155218e-4,2873
No,No,1034.1499623918503,52106.83870378706,0.005934246723675291,2874
No,No,868.0060300576115,50549.533461952655,0.002207160590987996,2875
No,No,1236.006993237625,48800.35684786136,0.0202135737195519,2876
No,No,12.912349554621755,46282.2577329848,1.3035704653988613e-5,2877
No,Yes,826.4536365139141,21342.703029735865,8.017339969371273e-4,2878
